"id","created","timeCleared","offer_tiepe","canceled","cleared","updated","unitsAvailable","unitsCleared","priceCleared","priceOriginal","product","auction_id","group_id","phase_id","player_id"
546,2017-05-09 16:48:15.192034,2017-05-09 16:48:17.713509,1,false,true,true,0,3,47,47,-141,1,22,19,285
571,2017-05-09 16:49:10.974135,2017-05-09 16:49:10.995699,0,false,true,true,0,4,45,45,-180,1,22,19,289
549,2017-05-09 16:48:17.843603,2017-05-09 16:48:17.853492,0,false,true,true,0,7,46,45,322,1,22,19,292
548,2017-05-09 16:48:17.820724,2017-05-09 16:48:17.853599,1,false,true,false,0,7,46,46,-322,1,22,19,291
537,2017-05-09 16:47:52.918155,,1,true,false,true,10,0,0,45,0,1,22,19,291
572,2017-05-09 16:49:11.551394,,1,false,false,false,2,0,0,43,0,1,22,19,291
551,2017-05-09 16:48:19.830920,2017-05-09 16:48:19.830665,0,false,true,false,0,3,46,46,138,1,22,19,286
550,2017-05-09 16:48:17.864357,2017-05-09 16:48:19.830589,1,false,true,true,0,3,46,46,-138,1,22,19,291
554,2017-05-09 16:48:26.623375,2017-05-09 16:48:26.623140,1,false,true,false,0,4,46,46,-184,1,22,19,285
552,2017-05-09 16:48:19.856435,2017-05-09 16:48:26.623152,0,false,true,true,0,4,46,46,184,1,22,19,286
555,2017-05-09 16:48:35.196265,2017-05-09 16:48:35.195849,0,false,true,false,0,2,38,38,76,1,22,19,292
534,2017-05-09 16:47:48.825081,2017-05-09 16:48:35.196033,1,false,true,false,0,2,38,38,-76,1,22,19,288
542,2017-05-09 16:48:08.005008,,0,true,false,false,5,0,0,49,0,1,22,19,286
556,2017-05-09 16:48:35.208133,,1,true,false,true,13,0,0,38,0,1,22,19,288
559,2017-05-09 16:48:46.638792,2017-05-09 16:48:46.638459,0,false,true,false,0,2,40,40,80,1,22,19,292
558,2017-05-09 16:48:39.592653,2017-05-09 16:48:46.638569,1,false,true,false,0,2,40,40,-80,1,22,19,288
538,2017-05-09 16:47:53.399716,,1,true,false,false,10,0,0,45,0,1,22,19,285
561,2017-05-09 16:48:52.172365,2017-05-09 16:48:52.172073,1,false,true,false,0,2,47,47,-94,1,22,19,285
557,2017-05-09 16:48:36.448776,2017-05-09 16:48:52.172147,0,false,true,false,0,2,47,47,94,1,22,19,286
573,2017-05-09 16:49:33.308205,,1,true,false,false,20,0,0,8,0,1,22,20,287
562,2017-05-09 16:48:52.193016,,0,true,false,true,3,0,0,47,0,1,22,19,286
560,2017-05-09 16:48:46.663498,,1,true,false,true,13,0,0,40,0,1,22,19,288
541,2017-05-09 16:47:58.826462,,0,true,false,false,10,0,0,50,0,1,22,19,292
566,2017-05-09 16:48:58.767700,,0,false,false,false,2,0,0,50,0,1,22,19,292
