96,2017-05-09 15:59:26.263955,0,13,609,609,171,0,438,0,0,0,1,-1,-1,-1,0,15,0,10,0,1,22,12,292
95,2017-05-09 15:59:26.244714,0,13,150,0,1.1,0,148.9,0,0,0,1,-1,-1,-1,8,5,0,0,0,1,22,12,290
101,2017-05-09 15:59:26.307526,0,3,420,420,29.2,0,390.8,0,0,0,1,-1,-1,-1,0,10,0,10,0,1,22,13,286
92,2017-05-09 15:59:26.213065,1,13,-597,-675,0,2561,1964,0,0,0,1,-1,-1,-1,0,13,0,15,0,1,22,12,291
90,2017-05-09 15:59:26.191319,1,13,-435,0,0,2561,2126,0,0,0,1,-1,-1,-1,0,13,0,0,0,1,22,12,287
103,2017-05-09 15:59:26.339388,0,3,198,210,0.1,0,197.9,0,0,0,1,-1,-1,-1,0,3,0,5,0,1,22,13,290
104,2017-05-09 15:59:26.353764,0,3,555,675,0.1,0,554.9,0,0,0,1,-1,-1,-1,0,3,0,15,0,1,22,13,292
99,2017-05-09 15:59:26.294402,1,3,-45,0,0,591,546,0,0,0,1,-1,-1,-1,0,3,0,0,0,1,22,13,288
98,2017-05-09 15:59:26.289094,1,3,-15,0,0,591,576,0,0,0,1,-1,-1,-1,0,3,0,0,0,1,22,13,287
102,2017-05-09 15:59:26.327867,0,4,0,0,0,0,0,0,0,0,1,-1,-1,-1,4,0,0,0,0,1,22,13,289
107,2017-05-09 15:59:26.428058,1,13,-455,0,0,2561,2106,0,0,0,1,-1,-1,-1,0,13,0,0,0,1,22,14,288
100,2017-05-09 15:59:26.300007,1,3,-528,-675,0,1182,654,0,0,0,1,-1,-1,-1,0,6,0,15,0,1,22,13,291
97,2017-05-09 15:59:26.284023,1,4,-585,-630,0,788,203,0,0,0,1,-1,-1,-1,0,4,0,15,0,1,22,13,285
110,2017-05-09 15:59:26.447041,0,12,350,0,29.2,0,320.8,0,0,0,1,-1,-1,-1,2,10,0,0,0,1,22,14,289
108,2017-05-09 15:59:26.434335,1,12,-540,-540,0,2364,1824,0,0,0,1,-1,-1,-1,0,12,0,12,0,1,22,14,291
105,2017-05-09 15:59:26.395269,1,13,-504,-390,0,2561,2057,0,0,0,1,-1,-1,-1,0,13,0,10,0,1,22,14,285
106,2017-05-09 15:59:26.419954,1,12,-443,0,0,2364,1921,0,0,0,1,-1,-1,-1,0,12,0,0,0,1,22,14,287
109,2017-05-09 15:59:26.440148,0,13,638,450,171,0,467,0,0,0,1,-1,-1,-1,0,15,0,10,0,1,22,14,286
56,2017-05-09 15:59:25.778219,0,15,680,680,171,0,509,0,0,0,1,-1,-1,-1,0,15,0,15,0,1,22,7,292
62,2017-05-09 15:59:25.818820,0,19,1050,550,580,0,470,0,0,0,1,-1,-1,-1,0,20,0,0,0,1,22,8,289
64,2017-05-09 15:59:25.840172,0,18,875,725,371,0,504,0,0,0,1,-1,-1,-1,0,18,0,0,0,1,22,8,292
113,2017-05-09 15:59:26.470709,1,8,-738,-758,0,3743,3005,0,0,0,1,-1,-1,-1,0,19,0,0,0,1,22,15,285
119,2017-05-09 15:59:26.551067,0,8,170,185,10.7,0,159.3,0,0,0,1,-1,-1,-1,0,8,0,0,0,1,22,15,290
120,2017-05-09 15:59:26.568797,0,8,503,508,18.2,0,484.8,0,0,0,1,-1,-1,-1,0,9,0,7,0,1,22,15,292
80,2017-05-09 15:59:26.026467,0,7,619,619,127,0,492,0,0,0,1,-1,-1,-1,0,14,0,12,0,1,22,10,292
112,2017-05-09 15:59:26.460341,0,13,510,480,92,0,418,0,0,0,1,-1,-1,-1,0,13,0,12,0,1,22,14,292
111,2017-05-09 15:59:26.452437,0,12,444,0,65,0,379,0,0,0,1,-1,-1,-1,0,12,0,0,0,1,22,14,290
116,2017-05-09 15:59:26.534463,1,8,-320,-320,0,1576,1256,0,0,0,1,-1,-1,-1,0,8,0,7,0,1,22,15,291
118,2017-05-09 15:59:26.545523,0,7,451,451,65,0,386,0,0,0,1,-1,-1,-1,0,12,0,0,0,1,22,15,289
115,2017-05-09 15:59:26.481500,1,7,-496,-496,0,2561,2065,0,0,0,1,-1,-1,-1,0,13,0,0,0,1,22,15,288
117,2017-05-09 15:59:26.540057,0,8,843,843,865,0,-22,0,0,0,1,-1,-1,-1,0,22,0,0,0,1,22,15,286
114,2017-05-09 15:59:26.476119,1,8,-413,-413,0,2167,1754,0,0,0,1,-1,-1,-1,0,11,0,0,0,1,22,15,287
