160,2017-10-04 15:23:42.252235,0,13,-343,-278,127,0,-470,0,0,0,0,1,-1,-1,-1,0,13,0,14,0,29968,48,12,479
161,2017-10-04 15:23:42.261270,0,13,1585,1005,5.8,0,1141.2,0,368,52.5,608,1,-1,-1,-1,7,6,0,0,3,29968,48,12,481
76,2017-10-04 15:23:41.285243,1,14,-200,-830,0,1946,1746,0,0,0,0,1,-1,-1,-1,0,14,0,23,0,29968,46,12,464
71,2017-10-04 15:23:41.253154,0,18,1515,-50,710,0,805,0,0,0,0,1,-1,-1,-1,0,20,0,0,1,29968,46,11,461
70,2017-10-04 15:23:41.246998,0,18,-165,75,465,0,-630,0,0,0,0,1,-1,-1,-1,0,18,0,15,0,29968,46,11,459
168,2017-10-04 15:23:42.358364,0,21,1365,0,865,0,500,0,0,0,0,1,-1,-1,-1,0,21,0,0,0,29968,48,13,479
68,2017-10-04 15:23:41.233474,1,18,-1094,-49,0,2502,1408,0,0,0,0,1,-1,-1,-1,0,18,0,7,0,29968,46,11,464
67,2017-10-04 15:23:41.227653,1,18,-685,44,0,2502,1817,0,0,0,0,1,-1,-1,-1,0,18,0,0,14,29968,46,11,462
150,2017-10-04 15:23:42.145944,0,18,-18,-18,710,0,-728,0,0,0,0,1,-1,-1,-1,0,20,0,20,0,29968,48,11,475
111,2017-10-04 15:23:41.654198,0,18,2238,395,465,0,1773,0,0,0,70,1,-1,-1,-1,0,18,0,4,0,29968,47,11,469
110,2017-10-04 15:23:41.646871,0,18,1878,-233,465,0,1413,0,0,0,140,1,-1,-1,-1,0,18,0,14,0,29968,47,11,467
108,2017-10-04 15:23:41.633598,1,18,-3554,-1221,0,4448,894,0,0,0,0,1,-1,-1,-1,0,32,0,27,0,29968,47,11,472
73,2017-10-04 15:23:41.265406,0,18,1295,225,465,0,830,0,0,0,0,1,-1,-1,-1,0,18,0,5,0,29968,46,11,465
69,2017-10-04 15:23:41.239332,1,18,-895,-285,0,2641,1746,0,0,0,0,1,-1,-1,-1,0,19,0,7,0,29968,46,11,466
82,2017-10-04 15:23:41.374026,1,16,-790,-900,0,2224,1434,0,0,0,0,1,-1,-1,-1,0,16,0,18,0,29968,46,13,460
124,2017-10-04 15:23:41.799492,1,15,-2390,-3290,0,4031,1641,0,0,0,0,1,-1,-1,-1,0,29,0,29,0,29968,47,13,472
122,2017-10-04 15:23:41.782085,1,16,-4632,560,0,4309,-323,0,0,0,0,1,-1,-1,-1,0,31,0,0,5,29968,47,13,468
126,2017-10-04 15:23:41.833267,0,15,2840,1450,1040,0,1800,0,0,0,0,1,-1,-1,-1,0,22,0,10,0,29968,47,13,467
163,2017-10-04 15:23:42.276208,1,21,-1215,-500,0,2919,1704,0,0,0,0,1,-1,-1,-1,0,21,0,10,0,29968,48,13,478
98,2017-10-04 15:23:41.532509,1,22,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,22,0,0,0,0,29968,46,15,460
99,2017-10-04 15:23:41.539024,1,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,462
100,2017-10-04 15:23:41.544383,1,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,464
101,2017-10-04 15:23:41.550148,1,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,466
102,2017-10-04 15:23:41.556111,0,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,459
103,2017-10-04 15:23:41.562007,0,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,461
104,2017-10-04 15:23:41.568011,0,21,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,21,0,0,0,0,29968,46,15,463
105,2017-10-04 15:23:41.573918,0,22,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,22,0,0,0,0,29968,46,15,465
109,2017-10-04 15:23:41.639237,1,18,-770,0,0,278,-4692,0,4200,262.5,4590,1,-1,-1,-1,16,2,0,0,0,29968,47,11,474
107,2017-10-04 15:23:41.628004,1,18,90,0,0,2780,2870,0,0,0,0,1,-1,-1,-1,0,20,0,0,0,29968,47,11,470
79,2017-10-04 15:23:41.302554,0,14,21,0,10.7,0,-556.7,0,567,81,987,1,-1,-1,-1,7,7,0,0,0,29968,46,12,461
117,2017-10-04 15:23:41.748726,1,12,-1222,1200,0,2502,1280,0,0,0,0,1,-1,-1,-1,0,18,0,0,10,29968,47,12,474
93,2017-10-04 15:23:41.447837,1,16,-932,-875,0,2224,1292,0,0,0,0,1,65,16,40,0,16,0,15,0,29968,46,14,466
94,2017-10-04 15:23:41.453450,0,16,806,750,291,0,515,0,0,0,0,1,60,15,54,0,16,0,15,0,29968,46,14,459
95,2017-10-04 15:23:41.510035,0,16,1191,-35,580,0,611,0,0,0,0,1,-1,-1,-1,0,19,0,0,1,29968,46,14,461
92,2017-10-04 15:23:41.442440,1,16,-838,-1354,0,2224,1386,0,0,0,0,1,60,17,60,0,16,0,25,0,29968,46,14,464
121,2017-10-04 15:23:41.774767,0,13,1480,980,127,0,1353,0,0,0,0,1,-1,-1,-1,0,13,0,8,0,29968,47,12,473
91,2017-10-04 15:23:41.433869,1,16,-578,-15,0,2363,1785,0,0,0,0,1,-1,-1,-1,0,17,0,6,0,29968,46,14,462
97,2017-10-04 15:23:41.521989,0,16,58,1485,92,0,-554,0,480,120,520,1,75,75,60,4,12,0,33,0,29968,46,14,465
81,2017-10-04 15:23:41.314372,0,14,255,-195,171,0,84,0,0,0,0,1,-1,-1,-1,0,14,0,7,0,29968,46,12,465
119,2017-10-04 15:23:41.761529,0,12,1058,0,92,0,966,0,0,0,0,1,-1,-1,-1,0,12,0,0,0,29968,47,12,469
90,2017-10-04 15:23:41.427881,1,16,-755,-700,0,2224,1469,0,0,0,0,1,55,14,30,0,16,0,15,0,29968,46,14,460
96,2017-10-04 15:23:41.515853,0,16,1048,744,465,0,583,0,0,0,0,1,50,50,50,0,18,0,14,0,29968,46,14,463
87,2017-10-04 15:23:41.408126,0,16,1053,0,371,0,682,0,0,0,0,1,-1,-1,-1,0,17,0,0,0,29968,46,13,461
83,2017-10-04 15:23:41.381811,1,16,-920,-250,0,2224,1304,0,0,0,0,1,-1,-1,-1,0,16,0,5,0,29968,46,13,462
125,2017-10-04 15:23:41.827095,1,16,-78,1090,0,0,-6428,0,6150,307.5,6580,1,-1,-1,-1,20,0,4,0,14,29968,47,13,474
88,2017-10-04 15:23:41.413554,0,16,820,700,291,0,529,0,0,0,0,1,-1,-1,-1,0,16,0,14,0,29968,46,13,463
85,2017-10-04 15:23:41.394472,1,16,-978,0,0,2224,1246,0,0,0,0,1,-1,-1,-1,0,16,0,0,0,29968,46,13,466
86,2017-10-04 15:23:41.402384,0,15,830,720,225,0,605,0,0,0,0,1,-1,-1,-1,0,15,0,13,0,29968,46,13,459
127,2017-10-04 15:23:41.839025,0,16,2159,1150,291,0,1868,0,0,0,0,1,-1,-1,-1,0,16,0,10,0,29968,47,13,469
123,2017-10-04 15:23:41.789590,1,16,-1840,-1970,0,2224,384,0,0,0,0,1,-1,-1,-1,0,16,0,17,0,29968,47,13,470
84,2017-10-04 15:23:41.388759,1,15,-810,-770,0,2085,1275,0,0,0,0,1,-1,-1,-1,0,15,0,14,0,29968,46,13,464
138,2017-10-04 15:23:41.959727,1,7,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,7,0,0,0,0,29968,47,15,468
139,2017-10-04 15:23:41.966236,1,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,470
140,2017-10-04 15:23:42.030817,1,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,472
141,2017-10-04 15:23:42.042534,1,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,474
142,2017-10-04 15:23:42.052412,0,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,467
143,2017-10-04 15:23:42.059032,0,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,469
144,2017-10-04 15:23:42.069643,0,6,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,6,0,0,0,0,29968,47,15,471
145,2017-10-04 15:23:42.081062,0,7,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,7,0,0,0,0,29968,47,15,473
151,2017-10-04 15:23:42.155103,0,18,1010,0,465,0,545,0,308,307.5,368,1,-1,-1,-1,0,18,0,0,0,29968,48,11,477
129,2017-10-04 15:23:41.850932,0,16,1141,1010,291,0,850,0,0,0,0,1,-1,-1,-1,0,16,0,7,0,29968,47,13,473
149,2017-10-04 15:23:42.136496,1,18,500,660,0,0,-7188,0,7688,307.5,8228,1,-1,-1,-1,25,0,7,0,10,29968,48,11,482
155,2017-10-04 15:23:42.180359,1,12,-3659,-2095,0,1946,-1713,0,0,0,0,1,-1,-1,-1,0,14,0,0,5,29968,48,12,478
157,2017-10-04 15:23:42.231329,1,12,-390,0,0,834,69,0,315,52.5,535,1,-1,-1,-1,6,6,0,0,0,29968,48,12,482
178,2017-10-04 15:23:42.428636,1,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,476
179,2017-10-04 15:23:42.434549,1,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,478
180,2017-10-04 15:23:42.440562,1,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,480
181,2017-10-04 15:23:42.446528,1,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,482
182,2017-10-04 15:23:42.452395,0,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,475
183,2017-10-04 15:23:42.459304,0,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,477
184,2017-10-04 15:23:42.467889,0,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,479
185,2017-10-04 15:23:42.474402,0,10,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,10,0,0,0,0,29968,48,15,481
128,2017-10-04 15:23:41.845049,0,16,2800,0,465,0,2335,0,0,0,0,1,-1,-1,-1,0,18,0,0,0,29968,47,13,471
169,2017-10-04 15:23:42.368703,0,21,720,0,44,0,-1992,0,2558,232.5,2878,1,-1,-1,-1,11,10,0,0,0,29968,48,13,481
156,2017-10-04 15:23:42.185402,1,13,563,-152,0,1807,2370,0,0,0,0,1,-1,-1,-1,0,13,0,26,0,29968,48,12,480
154,2017-10-04 15:23:42.175137,1,13,324,430,0,1807,2131,0,0,0,0,1,-1,-1,-1,0,13,0,10,0,29968,48,12,476
158,2017-10-04 15:23:42.238989,0,12,880,790,225,0,655,0,0,0,0,1,-1,-1,-1,0,15,0,15,0,29968,48,12,475
172,2017-10-04 15:23:42.386289,1,12,-884,-725,0,1668,784,0,0,0,0,1,65,5,87,0,12,0,15,0,29968,48,14,480
177,2017-10-04 15:23:42.420938,0,12,701,61,225,0,476,0,0,0,0,1,58,20,60,0,15,0,2,0,29968,48,14,481
137,2017-10-04 15:23:41.951479,0,16,1997,2532,291,0,1706,0,0,0,0,1,75,16,90,0,16,0,22,0,29968,47,14,473
134,2017-10-04 15:23:41.928781,0,16,2140,685,1040,0,1100,0,0,0,0,1,50,52,52,0,22,0,9,0,29968,47,14,467
131,2017-10-04 15:23:41.864006,1,16,-1648,-2200,0,2363,715,0,0,0,0,1,-1,-1,-1,0,17,0,22,0,29968,47,14,470
