id,created,updated,myseed,time_refresh_data,make_instruction_pdf,removing,kill_removed,instructions_created,users_created,auction_created,player_stats_created,active,app,app_testing_started,app_testing_ended,view,file_name,testing_totalquestions,testing_questions_defined,testing_player_questions_defined,demand_avg,demand_sd,price_avg,price_sd,cov_DP,show_ids,show_table,show_unselected,demand_curtailment_warning,players_endowed,players_all_logged,instruction_totalPages,summ_instruction_totalPages,itype,all_ready,app_training,app_simulation,players_one_logged,logging_requirement_overruled,first_period,auction_started,auction_finished,instructions_finished,distribution_auction_created,end,stop,missing_stages,spot_initialized,pagerefresh_toggle,empty_fields_in_export,treatment_id
282325,2017-11-02 17:14:17.440217,2017-11-02 20:38:04.795298,1,1500,false,false,false,true,true,true,true,true,5,false,true,1,data_1,19,true,true,60.7495,23.4918443241479,89.5425,81.2434686220991,1820.29189625,false,true,true,false,false,false,35,22,0,false,false,false,true,true,true,true,true,true,true,true,false,0,false,false,false,1
